code,company,name,gender,age,gender_binary,travel_frequency,avg_flight_price,total_flight_spend,preferred_flight_type,hotel_bookings,avg_hotel_spend,age_group,spending_category,company_enc,preferred_flight_type_enc,age_group_enc,spending_category_enc
308,4You,Doris Ramirez,female,27,0,346.0,934.7092485549134,323409.4,firstclass,48.0,598.271875,adult,premium,0,2,0,2
309,4You,David Robinson,male,33,1,150.0,840.3368,126050.52,economic,21.0,544.0066666666667,adult,premium,0,0,0,2
312,4You,Ulysses Barker,male,40,1,348.0,932.4282471264366,324485.02999999997,firstclass,51.0,483.25882352941176,middle_aged,premium,0,2,1,2
313,4You,Judith Pierce,female,23,0,94.0,884.5946808510638,83151.9,firstclass,10.0,598.201,young,premium,0,2,3,2
314,4You,Matthew Johnson,male,50,1,316.0,935.7056329113924,295682.98,firstclass,53.0,547.5045283018868,middle_aged,premium,0,2,1,2
316,4You,Charlotte Johnson,female,64,0,124.0,959.3601612903226,118960.66,firstclass,14.0,401.8257142857143,senior,premium,0,2,2,2
317,4You,Adam Groome,male,54,1,256.0,914.6725390625,234156.17,firstclass,37.0,531.1575675675675,middle_aged,premium,0,2,1,2
319,4You,Anthony Jarrett,male,28,1,330.0,947.1740606060606,312567.44,firstclass,36.0,412.40194444444444,adult,premium,0,2,0,2
320,4You,Reginald Doherty,male,33,1,122.0,933.1958196721312,113849.89,firstclass,13.0,433.40769230769234,adult,premium,0,2,0,2
322,4You,Wallace Gallardo,male,56,1,400.0,923.644675,369457.87,firstclass,67.0,588.1289552238806,middle_aged,premium,0,2,1,2
323,4You,Jean Obrien,female,53,0,332.0,922.1760843373495,306162.46,firstclass,51.0,557.9419607843138,middle_aged,premium,0,2,1,2
326,4You,Marian Dunn,female,63,0,384.0,951.084140625,365216.31,firstclass,55.0,520.36,senior,premium,0,2,2,2
327,4You,Vanessa Nobles,female,32,0,114.0,862.7801754385965,98356.94,firstclass,19.0,465.6694736842105,adult,premium,0,2,0,2
328,4You,Tracy Mccracken,female,53,0,300.0,933.6456333333333,280093.69,firstclass,51.0,630.713137254902,middle_aged,premium,0,2,1,2
329,4You,Amanda Hanson,female,46,0,346.0,918.81274566474,317909.21,firstclass,60.0,500.1786666666667,middle_aged,premium,0,2,1,2
331,4You,Edward Grayson,male,41,1,314.0,947.135796178344,297400.64,firstclass,40.0,564.23125,middle_aged,premium,0,2,1,2
334,4You,Mitchell Goss,male,45,1,32.0,928.9115625,29725.17,firstclass,4.0,397.0475,middle_aged,premium,0,2,1,2
336,4You,Edith Franco,female,22,0,168.0,904.9118452380952,152025.19,firstclass,25.0,514.3308000000001,young,premium,0,2,3,2
338,4You,Randy Sao,male,65,1,368.0,905.9563315217391,333391.93,firstclass,55.0,541.0198181818182,senior,premium,0,2,2,2
339,4You,Stephen Midgett,male,33,1,174.0,920.6807471264368,160198.45,firstclass,27.0,566.2203703703703,adult,premium,0,2,0,2
342,4You,Tina Tomasek,female,22,0,338.0,980.1826627218935,331301.74,firstclass,45.0,564.8977777777778,young,premium,0,2,3,2
343,4You,Eric Fuller,male,47,1,294.0,932.1472108843539,274051.28,firstclass,43.0,491.88674418604654,middle_aged,premium,0,2,1,2
344,4You,Gary Hanson,male,33,1,160.0,926.670125,148267.22,firstclass,26.0,553.6861538461538,adult,premium,0,2,0,2
346,4You,Jeffrey Forester,male,57,1,286.0,915.1903146853147,261744.43,firstclass,34.0,575.0164705882353,middle_aged,premium,0,2,1,2
347,4You,Keith Sherman,male,35,1,46.0,828.8391304347825,38126.6,economic,5.0,590.346,adult,premium,0,0,0,2
348,4You,Mathilde Boone,female,52,0,244.0,981.4165163934426,239465.63,firstclass,45.0,537.4446666666666,middle_aged,premium,0,2,1,2
349,4You,Isabel Guthrie,female,36,0,328.0,972.1829268292682,318876.0,firstclass,51.0,508.6909803921569,adult,premium,0,2,0,2
350,4You,Sam Abernathy,male,25,1,76.0,890.3588157894737,67667.27,firstclass,9.0,481.5477777777778,adult,premium,0,2,0,2
352,4You,Alicia Watts,female,36,0,352.0,957.2049715909092,336936.15,firstclass,60.0,482.1441666666667,adult,premium,0,2,0,2
353,4You,Ricky Baker,male,57,1,98.0,869.3466326530612,85195.97,firstclass,16.0,492.26625,middle_aged,premium,0,2,1,2
355,4You,Debra Bailey,female,61,0,350.0,901.2023714285715,315420.83,firstclass,50.0,503.7126,senior,premium,0,2,2,2
357,4You,Kathryn Childress,female,37,0,370.0,865.3194594594595,320168.2,firstclass,55.0,580.4552727272727,adult,premium,0,2,0,2
358,4You,Rickey Orouke,male,46,1,44.0,889.9375,39157.25,firstclass,8.0,648.22875,middle_aged,premium,0,2,1,2
359,4You,Virgil Hauck,male,48,1,106.0,901.6871698113207,95578.84,firstclass,25.0,737.0884,middle_aged,premium,0,2,1,2
360,4You,William Williams,male,49,1,86.0,876.0953488372093,75344.2,premium,11.0,586.5772727272728,middle_aged,premium,0,3,1,2
361,4You,Curtis Sexton,male,33,1,2.0,644.875,1289.75,economic,0.0,495.24,adult,economy,0,0,0,0
362,4You,Kyle Young,male,59,1,378.0,912.2161111111111,344817.69,firstclass,59.0,559.2994915254237,middle_aged,premium,0,2,1,2
363,4You,Abby Small,female,25,0,184.0,939.506902173913,172869.27,firstclass,30.0,520.0269999999999,adult,premium,0,2,0,2
364,4You,Kristina Schuetz,female,48,0,6.0,1202.4616666666668,7214.77,firstclass,0.0,495.24,middle_aged,premium,0,2,1,2
365,4You,Eunice Burns,female,24,0,68.0,915.6635294117648,62265.12,firstclass,10.0,526.1220000000001,young,premium,0,2,3,2
368,4You,Mark Nemec,male,25,1,304.0,905.8434868421052,275376.42,firstclass,54.0,525.3398148148148,adult,premium,0,2,0,2
369,4You,Bart Haverstock,male,21,1,314.0,949.7695222929937,298227.63,firstclass,48.0,468.99916666666667,young,premium,0,2,3,2
373,4You,Jame Carter,female,65,0,46.0,983.6478260869566,45247.8,firstclass,8.0,511.4275,senior,premium,0,2,2,2
374,4You,Kristopher Runyon,male,25,1,12.0,832.21,9986.52,firstclass,2.0,891.1400000000001,adult,premium,0,2,0,2
376,4You,Dale Mazur,male,47,1,98.0,876.2472448979591,85872.23,firstclass,14.0,579.5735714285714,middle_aged,premium,0,2,1,2
377,4You,Larry Faron,male,24,1,22.0,802.525,17655.55,economic,2.0,938.49,young,premium,0,0,3,2
381,4You,Victor Remington,male,52,1,392.0,933.4395153061224,365908.29,firstclass,58.0,499.00275862068963,middle_aged,premium,0,2,1,2
384,4You,Eulalia White,female,45,0,386.0,953.6255958549223,368099.48,firstclass,57.0,528.65,middle_aged,premium,0,2,1,2
385,4You,Jeffery Gill,male,53,1,0.0,904.0,0.0,economyclass,0.0,495.24,middle_aged,premium,0,1,1,2
386,4You,Katlyn Hsiao,female,44,0,96.0,949.3371874999999,91136.37,firstclass,14.0,514.0092857142857,middle_aged,premium,0,2,1,2
388,4You,Virgie Humphrys,female,23,0,238.0,955.9961344537815,227527.08,firstclass,42.0,529.1069047619047,young,premium,0,2,3,2
391,4You,Philip Robertson,male,49,1,268.0,958.3875373134327,256847.86,firstclass,31.0,605.5354838709677,middle_aged,premium,0,2,1,2
392,4You,Cameron Williams,male,27,1,118.0,959.7122881355932,113246.05,firstclass,16.0,541.0575,adult,premium,0,2,0,2
393,4You,Kelly Subido,female,23,0,60.0,931.5948333333333,55895.69,firstclass,12.0,355.9566666666667,young,premium,0,2,3,2
395,4You,Caroline Eaton,female,49,0,158.0,911.8711392405062,144075.63999999998,premium,26.0,537.2042307692308,middle_aged,premium,0,3,1,2
396,4You,Douglas Shields,male,39,1,266.0,895.2515789473684,238136.92,firstclass,40.0,518.88725,adult,premium,0,2,0,2
397,4You,Robert Clark,male,28,1,50.0,987.2242,49361.21,premium,8.0,498.47125000000005,adult,premium,0,3,0,2
398,4You,Christine Spillane,female,29,0,172.0,913.2567441860465,157080.16,firstclass,27.0,457.26148148148144,adult,premium,0,2,0,2
399,4You,Shirley Blacklock,female,36,0,16.0,1056.244375,16899.91,firstclass,2.0,996.065,adult,premium,0,2,0,2
400,4You,Cathy Childs,female,52,0,264.0,904.5782575757576,238808.66,firstclass,44.0,480.22022727272724,middle_aged,premium,0,2,1,2
402,4You,Philip Rose,male,48,1,330.0,929.0342727272728,306581.31,firstclass,43.0,513.6274418604651,middle_aged,premium,0,2,1,2
406,4You,William Jemmott,male,21,1,2.0,1358.815,2717.63,firstclass,1.0,526.82,young,premium,0,2,3,2
407,4You,Fernande Conover,female,25,0,378.0,947.3224074074074,358087.87,firstclass,54.0,587.7631481481482,adult,premium,0,2,0,2
411,4You,Debbie Green,female,24,0,130.0,925.7011538461538,120341.15,firstclass,18.0,523.2944444444444,young,premium,0,2,3,2
413,4You,Clifford Fagen,male,63,1,56.0,998.5282142857143,55917.58,firstclass,4.0,787.1975,senior,premium,0,2,2,2
416,4You,Mary Rivera,female,37,0,236.0,964.0428389830508,227514.11,firstclass,43.0,436.1786046511628,adult,premium,0,2,0,2
420,4You,April Williams,female,46,0,56.0,972.2916071428572,54448.33,firstclass,8.0,693.4025,middle_aged,premium,0,2,1,2
423,4You,Sandra Sawin,female,21,0,162.0,927.8283333333334,150308.19,firstclass,26.0,566.0976923076922,young,premium,0,2,3,2
424,4You,Diana Mcelrath,female,59,0,100.0,902.24,90224.0,firstclass,11.0,690.4954545454545,middle_aged,premium,0,2,1,2
425,4You,Dorothy Martin,female,61,0,286.0,946.9608391608391,270830.8,firstclass,43.0,467.0986046511628,senior,premium,0,2,2,2
427,4You,Margaret Morley,female,63,0,12.0,873.295,10479.539999999999,firstclass,3.0,597.91,senior,premium,0,2,2,2
429,4You,Brian Zimmermann,male,44,1,152.0,908.5788157894738,138103.98,economic,22.0,455.49363636363637,middle_aged,premium,0,0,1,2
430,4You,Sharyl Simmons,female,36,0,390.0,892.4277692307693,348046.83,firstclass,55.0,562.8427272727273,adult,premium,0,2,0,2
432,4You,Linda Speight,female,52,0,320.0,969.73415625,310314.93,firstclass,53.0,503.30018867924525,middle_aged,premium,0,2,1,2
434,4You,Johnny Odom,male,29,1,324.0,920.346913580247,298192.4,firstclass,55.0,541.285090909091,adult,premium,0,2,0,2
435,4You,Eric Barakat,male,57,1,174.0,951.0652873563217,165485.36,firstclass,23.0,476.07565217391306,middle_aged,premium,0,2,1,2
438,4You,Michael Stroik,male,44,1,58.0,907.8208620689655,52653.61,firstclass,12.0,575.1850000000001,middle_aged,premium,0,2,1,2
441,4You,Robert Coronado,male,32,1,324.0,975.1997222222222,315964.71,firstclass,46.0,486.63739130434783,adult,premium,0,2,0,2
442,4You,Renee Brock,female,24,0,294.0,928.0574829931974,272848.9,firstclass,48.0,602.77375,young,premium,0,2,3,2
443,4You,Alberto Hamner,male,24,1,62.0,913.9138709677419,56662.659999999996,firstclass,6.0,462.645,young,premium,0,2,3,2
445,4You,Laura Burns,female,23,0,374.0,878.8327005347593,328683.43,firstclass,58.0,516.8168965517242,young,premium,0,2,3,2
446,4You,Henry Burkhard,male,46,1,20.0,944.1630000000001,18883.260000000002,firstclass,3.0,664.1066666666667,middle_aged,premium,0,2,1,2
448,4You,Marion Casey,female,28,0,378.0,918.1561375661377,347063.02,firstclass,59.0,554.6740677966102,adult,premium,0,2,0,2
449,4You,Valerie Gonzalez,female,61,0,182.0,949.0222527472527,172722.05,firstclass,29.0,580.6744827586207,senior,premium,0,2,2,2
451,4You,Derick Krausz,male,46,1,146.0,916.8373972602741,133858.26,firstclass,23.0,635.4586956521739,middle_aged,premium,0,2,1,2
455,Monsters CYA,Dana Looney,female,56,0,318.0,891.6703459119497,283551.17,firstclass,51.0,610.3423529411765,middle_aged,premium,2,2,1,2
456,Monsters CYA,Gertrude Rice,female,36,0,246.0,860.869512195122,211773.9,firstclass,34.0,537.780294117647,adult,premium,2,2,0,2
457,Monsters CYA,Leonel Richardson,male,49,1,92.0,931.8586956521739,85731.0,firstclass,15.0,797.6666666666666,middle_aged,premium,2,2,1,2
458,Monsters CYA,Donald Jansen,male,22,1,182.0,903.6743406593407,164468.73,firstclass,31.0,591.0751612903225,young,premium,2,2,3,2
459,Monsters CYA,Joseph Silva,male,50,1,236.0,852.2969491525423,201142.08,firstclass,34.0,505.08411764705886,middle_aged,premium,2,2,1,2
460,Monsters CYA,William Washington,male,63,1,226.0,881.8292920353983,199293.42,firstclass,32.0,605.9859375,senior,premium,2,2,2,2
461,Monsters CYA,Ma Hall,female,63,0,374.0,880.6986096256685,329381.28,firstclass,51.0,545.0080392156863,senior,premium,2,2,2,2
462,Monsters CYA,David Leone,male,43,1,342.0,911.3143859649124,311669.52,firstclass,49.0,642.1757142857143,middle_aged,premium,2,2,1,2
464,Monsters CYA,Zachary Richardson,male,60,1,100.0,887.7991999999999,88779.92,firstclass,16.0,610.19125,senior,premium,2,2,2,2
466,Monsters CYA,Walter Ortiz,male,52,1,70.0,755.7578571428572,52903.05,premium,13.0,595.72,middle_aged,economy,2,3,1,0
467,Monsters CYA,Justin Emmons,male,31,1,66.0,870.2990909090909,57439.74,premium,3.0,321.52666666666664,adult,premium,2,3,0,2
468,Monsters CYA,Robert Terrell,male,47,1,26.0,1011.2015384615386,26291.24,premium,3.0,847.36,middle_aged,premium,2,3,1,2
470,Monsters CYA,Ima Borne,female,23,0,94.0,975.983085106383,91742.41,firstclass,17.0,581.1511764705882,young,premium,2,2,3,2
471,Monsters CYA,Norma Brady,female,26,0,106.0,781.568679245283,82846.28,firstclass,10.0,479.48400000000004,adult,economy,2,2,0,0
472,Monsters CYA,Helen Heavilin,female,28,0,182.0,869.4498351648351,158239.87,firstclass,25.0,438.7956,adult,premium,2,2,0,2
473,Monsters CYA,Anita Smothers,female,48,0,4.0,736.8025,2947.21,economic,1.0,208.04,middle_aged,economy,2,0,1,0
474,Monsters CYA,Dorothy Sample,female,48,0,170.0,896.6001764705883,152422.03,firstclass,21.0,596.8657142857143,middle_aged,premium,2,2,1,2
475,Monsters CYA,Cindy Sullivan,female,44,0,96.0,950.4985416666667,91247.86,firstclass,14.0,501.0385714285714,middle_aged,premium,2,2,1,2
476,Monsters CYA,Major Girard,male,31,1,54.0,969.8562962962963,52372.24,firstclass,5.0,360.62600000000003,adult,premium,2,2,0,2
480,Monsters CYA,Donna Koonce,female,32,0,148.0,844.3904729729729,124969.79,firstclass,28.0,650.5339285714286,adult,premium,2,2,0,2
482,Monsters CYA,William Northey,male,31,1,348.0,870.2858620689655,302859.48,firstclass,49.0,584.629387755102,adult,premium,2,2,0,2
484,Monsters CYA,Julie Bourgeois,female,44,0,176.0,895.2266477272728,157559.89,firstclass,26.0,569.1184615384616,middle_aged,premium,2,2,1,2
488,Monsters CYA,Sonja Bell,female,56,0,200.0,863.49365,172698.73,firstclass,30.0,490.09366666666665,middle_aged,premium,2,2,1,2
491,Monsters CYA,Lazaro Jordan,male,65,1,350.0,880.8630285714286,308302.06,firstclass,50.0,597.7482,senior,premium,2,2,2,2
492,Monsters CYA,Scott Chavez,male,36,1,304.0,885.577697368421,269215.62,firstclass,45.0,625.7768888888888,adult,premium,2,2,0,2
493,Monsters CYA,Artie Ladner,female,48,0,308.0,919.7506168831169,283283.19,firstclass,42.0,634.8028571428572,middle_aged,premium,2,2,1,2
494,Monsters CYA,Steven Colon,male,31,1,24.0,975.37875,23409.09,firstclass,3.0,525.0066666666667,adult,premium,2,2,0,2
495,Monsters CYA,Robert Carpenter,male,44,1,78.0,937.5608974358975,73129.75,firstclass,13.0,554.38,middle_aged,premium,2,2,1,2
497,Monsters CYA,Christopher Cooper,male,60,1,326.0,868.9640490797547,283282.28,firstclass,50.0,513.0454,senior,premium,2,2,2,2
498,Monsters CYA,Melvin Wineland,male,64,1,192.0,951.1193750000001,182614.92,firstclass,30.0,573.216,senior,premium,2,2,2,2
499,Monsters CYA,Andrew Sperdute,male,62,1,244.0,869.118975409836,212065.03,firstclass,28.0,546.8414285714285,senior,premium,2,2,2,2
500,Monsters CYA,Edward Zahner,male,42,1,330.0,843.1468787878789,278238.47000000003,firstclass,55.0,600.1618181818183,middle_aged,premium,2,2,1,2
501,Monsters CYA,Amy Ruff,female,21,0,222.0,870.9694144144144,193355.21,premium,30.0,617.2926666666666,young,premium,2,3,3,2
503,Monsters CYA,Mark Smith,male,30,1,168.0,893.8397619047619,150165.08,premium,25.0,696.3988,adult,premium,2,3,0,2
505,Monsters CYA,Arthur Acevedo,male,24,1,304.0,880.515822368421,267676.81,firstclass,52.0,682.8551923076923,young,premium,2,2,3,2
506,Monsters CYA,David Grady,male,61,1,54.0,872.8914814814815,47136.14,firstclass,10.0,452.622,senior,premium,2,2,2,2
507,Monsters CYA,Thomas Coleman,male,57,1,266.0,938.1383458646616,249544.8,firstclass,40.0,572.42325,middle_aged,premium,2,2,1,2
508,Monsters CYA,Gwen Payne,female,64,0,56.0,1005.7510714285714,56322.06,firstclass,9.0,727.8688888888888,senior,premium,2,2,2,2
511,Monsters CYA,Wilma Prescott,female,32,0,274.0,906.2165328467153,248303.33,firstclass,38.0,644.1265789473684,adult,premium,2,2,0,2
512,Monsters CYA,Juanita Baker,female,52,0,374.0,883.0269518716578,330252.08,firstclass,57.0,488.73350877192985,middle_aged,premium,2,2,1,2
513,Monsters CYA,Kia Rodriguez,female,64,0,134.0,925.4277611940299,124007.32,firstclass,22.0,640.3772727272727,senior,premium,2,2,2,2
514,Monsters CYA,Myesha Taranto,female,41,0,324.0,856.0048148148148,277345.56,firstclass,50.0,597.732,middle_aged,premium,2,2,1,2
516,Monsters CYA,Julie Hamson,female,47,0,344.0,861.4472965116279,296337.87,firstclass,56.0,581.1196428571428,middle_aged,premium,2,2,1,2
518,Monsters CYA,James White,male,25,1,104.0,895.0776923076924,93088.08,premium,21.0,581.6680952380952,adult,premium,2,3,0,2
519,Monsters CYA,Alan Ferebee,male,32,1,144.0,943.5417361111112,135870.01,firstclass,24.0,464.18666666666667,adult,premium,2,2,0,2
520,Monsters CYA,Bobby Alex,male,30,1,16.0,940.754375,15052.07,economic,2.0,295.515,adult,premium,2,0,0,2
521,Monsters CYA,Alicia Cedar,female,29,0,344.0,869.7893313953489,299207.53,firstclass,49.0,583.1787755102041,adult,premium,2,2,0,2
522,Monsters CYA,Wilfred Briggs,male,55,1,154.0,916.1255194805194,141083.33,firstclass,27.0,715.0911111111111,middle_aged,premium,2,2,1,2
524,Monsters CYA,Linda Parks,female,50,0,78.0,778.1253846153846,60693.78,firstclass,11.0,798.8172727272727,middle_aged,economy,2,2,1,0
527,Monsters CYA,Elma Gonzales,female,40,0,2.0,591.5799999999999,1183.1599999999999,firstclass,0.0,495.24,middle_aged,economy,2,2,1,0
528,Monsters CYA,Frances Kendall,female,34,0,24.0,767.105,18410.52,premium,7.0,526.1028571428571,adult,economy,2,3,0,0
529,Monsters CYA,Gary Pietrafesa,male,34,1,188.0,957.1662234042553,179947.25,firstclass,27.0,476.722962962963,adult,premium,2,2,0,2
532,Monsters CYA,Florence Wilson,female,42,0,256.0,912.3495703125,233561.49,firstclass,34.0,624.7270588235294,middle_aged,premium,2,2,1,2
534,Monsters CYA,James Perez,male,21,1,224.0,851.124107142857,190651.8,firstclass,39.0,568.9223076923078,young,premium,2,2,3,2
535,Monsters CYA,Joann Mccrossen,female,28,0,162.0,863.4138271604938,139873.04,firstclass,26.0,684.6653846153846,adult,premium,2,2,0,2
538,Monsters CYA,Marlene Worrell,female,55,0,134.0,838.7369402985074,112390.75,firstclass,14.0,546.735,middle_aged,premium,2,2,1,2
543,Monsters CYA,Bianca Fitz,female,51,0,160.0,848.6311874999999,135780.99,firstclass,28.0,589.2257142857143,middle_aged,premium,2,2,1,2
545,Monsters CYA,Kenneth Jump,male,46,1,394.0,893.9505837563453,352216.53,firstclass,59.0,640.7452542372881,middle_aged,premium,2,2,1,2
546,Monsters CYA,Abdul Vogus,male,46,1,196.0,843.1544897959184,165258.28,firstclass,27.0,456.27222222222224,middle_aged,premium,2,2,1,2
548,Monsters CYA,Frances Vidal,female,29,0,164.0,913.1881707317073,149762.86,firstclass,16.0,744.469375,adult,premium,2,2,0,2
549,Monsters CYA,Margaret Orellana,female,24,0,210.0,843.5859523809523,177153.05,firstclass,42.0,499.48023809523806,young,premium,2,2,3,2
553,Monsters CYA,Diego Boday,male,50,1,352.0,832.8183806818182,293152.07,economic,55.0,627.4238181818181,middle_aged,premium,2,0,1,2
554,Monsters CYA,Georgia King,female,27,0,238.0,877.6936974789916,208891.1,firstclass,39.0,636.9164102564102,adult,premium,2,2,0,2
555,Monsters CYA,Yolanda Edwards,female,34,0,70.0,862.7814285714285,60394.7,premium,11.0,659.8018181818182,adult,premium,2,3,0,2
556,Monsters CYA,Jonathan Dickens,male,48,1,70.0,804.8977142857143,56342.840000000004,firstclass,11.0,616.7736363636363,middle_aged,premium,2,2,1,2
559,Monsters CYA,Betty Ollie,female,64,0,138.0,884.4339855072463,122051.89,firstclass,26.0,491.73923076923074,senior,premium,2,2,2,2
560,Monsters CYA,Pedro Lewis,male,32,1,176.0,872.3013636363637,153525.04,firstclass,26.0,642.7388461538461,adult,premium,2,2,0,2
561,Monsters CYA,Minnie Lesane,female,30,0,240.0,913.1025416666668,219144.61000000002,firstclass,34.0,580.2635294117647,adult,premium,2,2,0,2
566,Monsters CYA,Elma Depaz,female,29,0,136.0,918.8263970588235,124960.39,firstclass,19.0,682.9305263157895,adult,premium,2,2,0,2
567,Monsters CYA,Darlene Blosser,female,53,0,182.0,846.2511538461538,154017.71,firstclass,27.0,592.3714814814815,middle_aged,premium,2,2,1,2
569,Monsters CYA,Timothy Grady,male,28,1,128.0,882.016171875,112898.07,firstclass,15.0,541.638,adult,premium,2,2,0,2
571,Monsters CYA,Nathan Ponder,male,43,1,400.0,907.5190249999999,363007.61,firstclass,56.0,551.0028571428571,middle_aged,premium,2,2,1,2
572,Monsters CYA,Robert Carrell,male,64,1,362.0,884.435138121547,320165.52,firstclass,46.0,567.7558695652174,senior,premium,2,2,2,2
575,Monsters CYA,Lucy Pagel,female,42,0,382.0,890.3619633507853,340118.27,firstclass,67.0,557.16,middle_aged,premium,2,2,1,2
576,Monsters CYA,Chad Langevin,male,22,1,204.0,919.1668137254902,187510.03,firstclass,28.0,583.9960714285714,young,premium,2,2,3,2
578,Monsters CYA,Naomi Bartz,female,22,0,318.0,924.6737421383648,294046.25,firstclass,45.0,609.6077777777778,young,premium,2,2,3,2
579,Monsters CYA,Ruby Lewis,female,31,0,22.0,838.169090909091,18439.72,firstclass,5.0,614.098,adult,premium,2,2,0,2
580,Monsters CYA,Javier Anthony,male,24,1,334.0,900.7514371257485,300850.98,firstclass,50.0,565.5079999999999,young,premium,2,2,3,2
581,Monsters CYA,Jennie Klein,female,35,0,222.0,924.0364414414414,205136.09,firstclass,36.0,559.6688888888889,adult,premium,2,2,0,2
582,Monsters CYA,Irene Land,female,62,0,306.0,876.6883660130719,268266.64,firstclass,48.0,531.179375,senior,premium,2,2,2,2
584,Monsters CYA,Michael Jenkins,male,37,1,372.0,956.9873387096774,355999.29,firstclass,58.0,598.8310344827586,adult,premium,2,2,0,2
585,Monsters CYA,Clara Taylor,female,63,0,134.0,835.5366417910448,111961.91,firstclass,15.0,583.006,senior,premium,2,2,2,2
586,Monsters CYA,Gregory Thiboutot,male,39,1,276.0,891.8919565217391,246162.18,firstclass,32.0,670.92875,adult,premium,2,2,0,2
587,Monsters CYA,David Edelson,male,34,1,382.0,878.5110994764398,335591.24,firstclass,62.0,604.9482258064517,adult,premium,2,2,0,2
590,Monsters CYA,Jennifer Cargo,female,22,0,18.0,801.5488888888889,14427.88,firstclass,3.0,221.97333333333336,young,premium,2,2,3,2
591,Monsters CYA,Veronica Salgado,female,65,0,112.0,852.0282142857143,95427.16,economic,16.0,504.625,senior,premium,2,0,2,2
593,Monsters CYA,Matthew Kellogg,male,38,1,70.0,934.2109999999999,65394.77,firstclass,10.0,418.701,adult,premium,2,2,0,2
594,Monsters CYA,Jason Woods,male,30,1,92.0,992.0896739130435,91272.25,firstclass,15.0,532.0093333333333,adult,premium,2,2,0,2
595,Monsters CYA,Maureen Burns,female,34,0,8.0,813.79875,6510.39,premium,0.0,495.24,adult,premium,2,3,0,2
596,Monsters CYA,Dolores Huffman,female,55,0,144.0,926.3111805555556,133388.81,firstclass,26.0,576.2973076923076,middle_aged,premium,2,2,1,2
597,Monsters CYA,Raymond Varner,male,36,1,40.0,747.3315,29893.26,premium,9.0,610.5688888888889,adult,economy,2,3,0,0
598,Monsters CYA,Amy Baumann,female,57,0,56.0,921.2567857142857,51590.38,firstclass,10.0,681.142,middle_aged,premium,2,2,1,2
599,Monsters CYA,Leroy Harris,male,47,1,368.0,894.3460054347827,329119.33,firstclass,60.0,583.9451666666666,middle_aged,premium,2,2,1,2
601,Monsters CYA,Seth Mcclellan,male,32,1,388.0,881.0953092783504,341864.98,firstclass,67.0,563.9050746268657,adult,premium,2,2,0,2
602,Monsters CYA,Renita Smith,female,50,0,62.0,901.4793548387097,55891.72,firstclass,8.0,772.0025,middle_aged,premium,2,2,1,2
605,Monsters CYA,Robert Santos,male,36,1,284.0,905.8910915492958,257273.07,firstclass,35.0,625.7834285714285,adult,premium,2,2,0,2
606,Monsters CYA,David Evans,male,54,1,240.0,898.7482916666667,215699.59,firstclass,34.0,594.4958823529412,middle_aged,premium,2,2,1,2
607,Monsters CYA,Laurie Fine,female,65,0,364.0,876.5122252747253,319050.45,firstclass,55.0,562.5550909090908,senior,premium,2,2,2,2
609,Monsters CYA,Kerri Jones,female,57,0,44.0,833.2259090909091,36661.94,premium,6.0,489.0733333333333,middle_aged,premium,2,3,1,2
611,Monsters CYA,Heather Chambers,female,47,0,312.0,903.7653846153846,281974.8,firstclass,53.0,630.6811320754716,middle_aged,premium,2,2,1,2
612,Monsters CYA,Myra Rivera,female,57,0,350.0,872.4812571428572,305368.44,premium,56.0,558.6217857142857,middle_aged,premium,2,3,1,2
613,Monsters CYA,Isiah Enriquez,male,53,1,230.0,929.1270434782609,213699.22,firstclass,35.0,628.2054285714286,middle_aged,premium,2,2,1,2
614,Monsters CYA,Anna Zurita,female,41,0,142.0,905.7493661971831,128616.41,firstclass,20.0,625.5405,middle_aged,premium,2,2,1,2
615,Monsters CYA,Stanley Norris,male,64,1,248.0,864.233870967742,214330.0,firstclass,27.0,648.3851851851853,senior,premium,2,2,2,2
616,Monsters CYA,Jessica Kinsey,female,40,0,324.0,911.5798148148148,295351.86,firstclass,46.0,613.5897826086957,middle_aged,premium,2,2,1,2
617,Monsters CYA,William Miller,male,57,1,262.0,915.8947709923664,239964.43,firstclass,38.0,588.3813157894738,middle_aged,premium,2,2,1,2
618,Monsters CYA,Juanita Deno,female,58,0,192.0,898.9927604166666,172606.61,firstclass,19.0,549.1863157894737,middle_aged,premium,2,2,1,2
619,Monsters CYA,Clifton Parsons,male,45,1,290.0,884.3511034482759,256461.82,firstclass,45.0,567.8173333333333,middle_aged,premium,2,2,1,2
621,Monsters CYA,Kenneth Vue,male,55,1,184.0,875.0447826086956,161008.24,firstclass,20.0,464.78100000000006,middle_aged,premium,2,2,1,2
622,Monsters CYA,Daniel Bollman,male,38,1,262.0,936.2891221374045,245307.75,firstclass,38.0,606.1894736842105,adult,premium,2,2,0,2
624,Monsters CYA,Tracy Brown,female,44,0,26.0,788.7692307692307,20508.0,firstclass,5.0,510.196,middle_aged,economy,2,2,1,0
625,Monsters CYA,Elizabeth Srinvasan,female,61,0,380.0,880.0277105263159,334410.53,firstclass,48.0,560.7204166666667,senior,premium,2,2,2,2
626,Monsters CYA,Lora Jarman,female,22,0,118.0,830.3042372881356,97975.9,firstclass,20.0,622.191,young,premium,2,2,3,2
627,Monsters CYA,Michael Sigmon,male,47,1,138.0,871.3534782608696,120246.78,firstclass,23.0,559.1117391304348,middle_aged,premium,2,2,1,2
