code,company,name,gender,age,gender_binary
968,Acme Factory,Martha Cole,female,41,0
969,Acme Factory,Christopher Marquez,male,27,1
970,Acme Factory,Juan Flood,male,35,1
971,Acme Factory,Mona Wilson,female,58,0
973,Acme Factory,Kathleen Fernandez,female,64,0
974,Acme Factory,Katina Filion,female,50,0
976,Acme Factory,Maria Peterson,female,62,0
978,Acme Factory,Melanie Mcquistion,female,35,0
979,Acme Factory,Joshua Hurdle,male,42,1
980,Acme Factory,Bill Cotton,male,42,1
982,Acme Factory,Clarence Mcintosh,male,57,1
983,Acme Factory,Daniel Marin,male,43,1
985,Acme Factory,Laura Ramirez,female,42,0
988,Acme Factory,Tosha Hilton,female,36,0
989,Acme Factory,William Battey,male,28,1
990,Acme Factory,Lorriane Potts,female,48,0
991,Acme Factory,Daniel Kraham,male,62,1
992,Acme Factory,Claudia Liang,female,27,0
993,Acme Factory,Shirley Baldwin,female,38,0
994,Acme Factory,Marion Deleon,female,26,0
997,Acme Factory,Shirley Rowles,female,39,0
1001,Acme Factory,Josephine Strasser,female,21,0
1002,Acme Factory,Nancy Kramer,female,55,0
1003,Acme Factory,Wanda Underwood,female,38,0
1005,Acme Factory,Tara Moore,female,54,0
1007,Acme Factory,Shirley Barnhill,female,51,0
1010,Acme Factory,Donald Bennett,male,61,1
1012,Acme Factory,Marvel Gill,female,46,0
1013,Acme Factory,Lydia Estrella,female,31,0
1016,Acme Factory,Nola Harris,female,54,0
1017,Acme Factory,Duane Norton,male,47,1
1018,Acme Factory,Elke Cavallaro,female,31,0
1019,Acme Factory,Doris Irby,female,31,0
1020,Acme Factory,Trina Smith,female,34,0
1021,Acme Factory,Martha Calhoun,female,58,0
1023,Acme Factory,Robert Avila,male,54,1
1025,Acme Factory,Steven Napier,male,57,1
1026,Acme Factory,Ted Bonneau,male,44,1
1028,Acme Factory,Jonathan Crawford,male,59,1
1029,Acme Factory,Steven Carlisle,male,43,1
1033,Acme Factory,Chad Treisch,male,53,1
1034,Acme Factory,Alton Jastrebski,male,32,1
1036,Acme Factory,Helen Hammond,female,60,0
1037,Acme Factory,Amanda Kohn,female,40,0
1038,Acme Factory,Alice Hernandez,female,46,0
1039,Acme Factory,Laura Jaynes,female,44,0
1040,Acme Factory,Jean Duke,male,36,1
1041,Acme Factory,Mike Casillas,male,33,1
1042,Acme Factory,Juan Pearson,male,65,1
1044,Acme Factory,Adam Clasen,male,27,1
1048,Acme Factory,Grace Martin,female,27,0
1049,Acme Factory,Nannie Warren,female,53,0
1051,Acme Factory,Catalina Rosario,female,57,0
1053,Acme Factory,Paul Hovermale,male,46,1
1054,Acme Factory,Leslie Rosas,female,38,0
1056,Acme Factory,Guy Love,male,37,1
1057,Acme Factory,Mark Harris,male,50,1
1058,Acme Factory,Charles Gibbons,male,44,1
1061,Acme Factory,Lisa Treadway,female,31,0
1062,Acme Factory,Gilbert Burroughs,male,27,1
1064,Acme Factory,Mark Brownfield,male,63,1
1065,Acme Factory,Casey Joos,male,60,1
1066,Acme Factory,Virginia Walker,female,43,0
1067,Acme Factory,Rosita Dorsch,female,36,0
1068,Acme Factory,Melissa Morrison,female,61,0
1069,Acme Factory,Luther Campbell,male,49,1
1070,Acme Factory,Darren Rice,male,26,1
1072,Acme Factory,Glenna Ernst,female,47,0
1073,Acme Factory,Monika Lightner,female,62,0
1074,Acme Factory,Judy Dickie,female,34,0
1076,Acme Factory,Camille Bosley,female,47,0
1079,Acme Factory,Hortensia Finch,female,62,0
1080,Acme Factory,Ramon Shoji,male,53,1
1081,Acme Factory,Albert Sparks,male,58,1
1082,Acme Factory,Jonathan Partlow,male,37,1
1084,Acme Factory,Gregory Clay,male,59,1
1085,Acme Factory,Rose Snow,female,23,0
1087,Acme Factory,Sona Paolucci,female,52,0
1088,Acme Factory,Jack Gold,male,24,1
1091,Acme Factory,Richard Mcdaries,male,22,1
1092,Acme Factory,Bryon Denton,male,38,1
1093,Acme Factory,Todd Morgan,male,24,1
1094,Acme Factory,Arlene Suk,female,25,0
1095,Acme Factory,Sam Donnelly,male,26,1
1096,Acme Factory,Rosemary Finnell,female,29,0
1098,Acme Factory,Lyman Aguinaldo,male,61,1
1099,Acme Factory,Joseph Nitz,male,36,1
1101,Acme Factory,Kristin Gaiser,female,58,0
1103,Acme Factory,Bernice Baker,female,23,0
1106,Acme Factory,Dwight Hammers,male,34,1
1107,Acme Factory,Hildegard Gerlach,female,40,0
1108,Acme Factory,Jennifer Ferrer,female,65,0
1109,Acme Factory,Gregory Fiorini,male,28,1
1111,Acme Factory,Agnes Allen,female,61,0
1113,Acme Factory,Travis Cordell,male,44,1
1114,Acme Factory,Sandra Wang,female,50,0
1115,Acme Factory,Naomi Varner,female,58,0
1116,Acme Factory,Henry Korczynski,male,21,1
1118,Acme Factory,Emanuel Ross,male,47,1
1120,Acme Factory,Josephine Underwood,female,56,0
1121,Acme Factory,Carrie Weir,female,43,0
1122,Acme Factory,Kevin Summers,male,43,1
1123,Acme Factory,Heath Lapierre,male,33,1
1124,Acme Factory,Claude Hiatt,male,24,1
1125,Acme Factory,Rebecca Englert,female,50,0
1126,Acme Factory,Walter Bernat,male,27,1
1127,Acme Factory,Holly Payton,female,46,0
1129,Acme Factory,Melvin Griggs,male,48,1
1131,Acme Factory,Aaron Dyson,male,28,1
1132,Acme Factory,Shannon Venegas,female,38,0
1133,Acme Factory,Brady Harris,male,57,1
1135,Acme Factory,Jessica Sancho,female,38,0
1137,Acme Factory,Jessica Christensen,female,47,0
1138,Acme Factory,Leonora Davis,female,26,0
1139,Acme Factory,Marcos Kirk,male,34,1
1140,Acme Factory,Nathan Robertson,male,58,1
1141,Acme Factory,Anthony Doggett,male,28,1
1142,Acme Factory,Larry Gonzales,male,36,1
1144,Acme Factory,Norbert Covington,male,30,1
1146,Umbrella LTDA,Cynthia Espinal,female,63,0
1147,Umbrella LTDA,Bradley Slaughter,male,33,1
1148,Umbrella LTDA,Laurel Rodriguez,female,45,0
1149,Umbrella LTDA,Troy Gates,male,59,1
1151,Umbrella LTDA,Kathy Le,female,29,0
1152,Umbrella LTDA,Daniel Swanger,male,31,1
1153,Umbrella LTDA,Joyce Holsten,female,42,0
1154,Umbrella LTDA,Amy Miller,female,28,0
1155,Umbrella LTDA,Megan Anderson,female,59,0
1156,Umbrella LTDA,Michael Mitchell,male,31,1
1157,Umbrella LTDA,Vilma Gehring,female,58,0
1158,Umbrella LTDA,Kristyn Vincent,female,39,0
1159,Umbrella LTDA,Crystal Fontaine,female,40,0
1160,Umbrella LTDA,Garth Alvarez,male,47,1
1161,Umbrella LTDA,Mildred Correa,female,47,0
1162,Umbrella LTDA,Donnie Taylor,male,36,1
1163,Umbrella LTDA,Robert Chalker,male,44,1
1164,Umbrella LTDA,John Brooks,male,39,1
1165,Umbrella LTDA,Shonna Humpherys,female,61,0
1166,Umbrella LTDA,John Watson,male,32,1
1167,Umbrella LTDA,Richard Kiani,male,21,1
1168,Umbrella LTDA,Myrtle Johnson,female,31,0
1169,Umbrella LTDA,Edward Jablonski,male,50,1
1170,Umbrella LTDA,William Henslee,male,62,1
1171,Umbrella LTDA,Nichelle Kercher,female,38,0
1172,Umbrella LTDA,Margaret Lee,female,21,0
1176,Umbrella LTDA,Christopher Allred,male,31,1
1177,Umbrella LTDA,Brenda Faulk,female,59,0
1178,Umbrella LTDA,Matthew Sell,male,37,1
1179,Umbrella LTDA,Veronica Mcnear,female,43,0
1183,Umbrella LTDA,Robin Taylor,male,28,1
1185,Umbrella LTDA,Andrew Neely,male,47,1
1186,Umbrella LTDA,Wilson Kellam,male,56,1
1187,Umbrella LTDA,Cody Foster,male,27,1
1189,Umbrella LTDA,Jame Weber,male,50,1
1190,Umbrella LTDA,Matthew Lewis,male,21,1
1191,Umbrella LTDA,Charles Plotkin,male,51,1
1192,Umbrella LTDA,Danny Henderson,male,32,1
1195,Umbrella LTDA,Sandra Newsome,female,35,0
1200,Umbrella LTDA,Alicia Gilchrist,female,62,0
1201,Umbrella LTDA,Samuel Bejarano,male,36,1
1204,Umbrella LTDA,Andrew Gonzales,male,35,1
1205,Umbrella LTDA,Julee Ruper,female,36,0
1206,Umbrella LTDA,Richard Warren,male,64,1
1207,Umbrella LTDA,Robert Fulcher,male,25,1
1208,Umbrella LTDA,Kyle Jewell,male,42,1
1211,Umbrella LTDA,Keely Richardson,female,31,0
1212,Umbrella LTDA,Frances Workman,female,39,0
1214,Umbrella LTDA,Lydia Goff,female,28,0
1215,Umbrella LTDA,Zoe Ruiz,female,24,0
1219,Umbrella LTDA,Brian Walker,male,26,1
1221,Umbrella LTDA,Clifton Phillips,male,33,1
1222,Umbrella LTDA,Steven Smith,male,64,1
1225,Umbrella LTDA,Danielle Williams,female,27,0
1226,Umbrella LTDA,Sandy Ayala,male,22,1
1227,Umbrella LTDA,Danny Pitpitan,male,35,1
1228,Umbrella LTDA,Jerry Warman,male,22,1
1229,Umbrella LTDA,Wilson Lawler,male,35,1
1230,Umbrella LTDA,Daniel Terry,male,32,1
1231,Umbrella LTDA,Clarence Carleton,male,53,1
1232,Umbrella LTDA,Christine Fuller,female,63,0
1233,Umbrella LTDA,Betty Amos,female,60,0
1234,Umbrella LTDA,Kayla Henkes,female,62,0
1237,Umbrella LTDA,Kathryn Allen,female,55,0
1239,Umbrella LTDA,Vanessa Mckay,female,23,0
1240,Umbrella LTDA,Scott Evans,male,48,1
1241,Umbrella LTDA,Frances Anderson,female,62,0
1243,Umbrella LTDA,Terri Mario,female,64,0
1245,Umbrella LTDA,Sandra Fisher,female,39,0
1248,Umbrella LTDA,Mathew Marin,male,23,1
1249,Umbrella LTDA,Eleanor Washington,female,42,0
1250,Umbrella LTDA,Lisa Beaman,female,53,0
1251,Umbrella LTDA,Patrick Warfield,male,58,1
1254,Umbrella LTDA,Lorraine Langston,female,59,0
1255,Umbrella LTDA,Addie Jones,female,37,0
1256,Umbrella LTDA,Francisco Sierra,male,28,1
1257,Umbrella LTDA,Andre Chambers,male,31,1
1258,Umbrella LTDA,Daniel Williams,male,32,1
1263,Umbrella LTDA,Susan Fassino,female,29,0
1264,Umbrella LTDA,George Herring,male,28,1
1265,Umbrella LTDA,Lisa Strickland,female,50,0
1266,Umbrella LTDA,Patricia Albino,female,58,0
1267,Umbrella LTDA,Robert Leek,male,44,1
1268,Umbrella LTDA,Kathleen Heller,female,46,0
1269,Umbrella LTDA,Debra Stubbs,female,60,0
1271,Umbrella LTDA,Jessica Hoskins,female,61,0
1272,Umbrella LTDA,Deborah Keiser,female,61,0
1273,Umbrella LTDA,Mary Cline,female,36,0
1275,Umbrella LTDA,Randall Vanhoose,male,39,1
1276,Umbrella LTDA,David Mankey,male,49,1
1277,Umbrella LTDA,Paul Shields,male,37,1
1278,Umbrella LTDA,Wayne Williams,male,35,1
1281,Umbrella LTDA,Shirley Ortiz,female,63,0
1282,Umbrella LTDA,John Martindale,male,30,1
1284,Umbrella LTDA,June Chynoweth,female,47,0
1285,Umbrella LTDA,Bill Wright,male,37,1
1286,Umbrella LTDA,Beverly Campbell,female,64,0
1287,Umbrella LTDA,Lorene Mason,female,58,0
1289,Umbrella LTDA,Shirley Oneal,female,24,0
1290,Umbrella LTDA,William Sabir,male,32,1
1291,Umbrella LTDA,Bonnie Miller,female,56,0
1292,Umbrella LTDA,Nicole Conroy,female,32,0
1294,Umbrella LTDA,John Moroney,male,34,1
1295,Umbrella LTDA,Lauren Reynolds,female,46,0
1296,Umbrella LTDA,Julie Lefebvre,female,59,0
1297,Umbrella LTDA,Kathleen Griggs,female,49,0
1298,Umbrella LTDA,Lori Barbour,female,32,0
1300,Umbrella LTDA,Cynthia Noguera,female,30,0
1301,Umbrella LTDA,Joseph Turner,male,57,1
1302,Umbrella LTDA,Marilee Thompson,female,63,0
1303,Umbrella LTDA,Douglas Kreider,male,59,1
1304,Umbrella LTDA,Daniel Chobot,male,57,1
1305,Umbrella LTDA,Sandra Cutlip,female,51,0
1306,Umbrella LTDA,David Trost,male,40,1
1307,Umbrella LTDA,Carl Branch,male,56,1
1308,Umbrella LTDA,Yolanda Perry,female,25,0
1310,Umbrella LTDA,Billy Polly,male,46,1
1311,Umbrella LTDA,Timothy Boyce,male,65,1
1312,Umbrella LTDA,Matthew Eskridge,male,38,1
1313,Umbrella LTDA,Milton Thompson,male,61,1
1314,Umbrella LTDA,Janet Bufkin,female,43,0
1315,Umbrella LTDA,Annabel Loughran,female,23,0
1316,Umbrella LTDA,Joseph Colvin,male,50,1
1320,Umbrella LTDA,Trevor Robinson,male,26,1
1323,Umbrella LTDA,Helen Warner,female,24,0
1325,Umbrella LTDA,Doris Wendt,female,51,0
1326,Umbrella LTDA,Phillip Sarni,male,60,1
1327,Umbrella LTDA,Joseph Mccoy,male,42,1
1328,Umbrella LTDA,Cheryl Avila,female,51,0
1329,Umbrella LTDA,Alva Johnson,male,59,1
1331,Umbrella LTDA,Nathan Kyle,male,37,1
1332,Umbrella LTDA,Kimberly Jessica,female,37,0
1333,Umbrella LTDA,Misty Littlefield,female,21,0
1334,Umbrella LTDA,Tina Lancaster,female,60,0
1335,Umbrella LTDA,Albert Garroutte,male,23,1
1336,Umbrella LTDA,Kim Shores,female,40,0
1337,Umbrella LTDA,James Gimenez,male,28,1
1338,Umbrella LTDA,Viola Agosta,female,52,0
1339,Umbrella LTDA,Paul Rodriguez,male,35,1
